Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:3617,578 val:14,743 
freq:3789,844 val:35,707 
freq:3962,109 val:14,716 
freq:4134,375 val:23,885 
freq:4306,641 val:16,415 
freq:4478,906 val:7,971 
freq:4651,172 val:13,485 
freq:4823,438 val:10,384 
freq:4995,703 val:1,923 
freq:5167,969 val:6,935 
freq:5340,234 val:9,466 
freq:5512,500 val:5,060 
freq:5684,766 val:0,601 
freq:5857,031 val:2,082 
freq:6029,297 val:4,900 
freq:6201,562 val:5,449 
freq:6373,828 val:0,896 
freq:6546,094 val:2,027 
freq:6718,359 val:0,769 
freq:6890,625 val:0,129 


	Frame 1339:
Maxvol: 5533	Time: 66,903
freq:0,000 val:33,750 
freq:172,266 val:16,866 
freq:344,531 val:21,362 
freq:516,797 val:1,653 
freq:689,062 val:66,336 
freq:861,328 val:42,003 
freq:1033,594 val:1,027 
freq:1205,859 val:2,791 
freq:1378,125 val:9,870 
freq:1550,391 val:47,755 
freq:1722,656 val:100,000 
freq:1894,922 val:76,801 
freq:2067,188 val:23,159 
freq:2239,453 val:9,480 
freq:2411,719 val:28,415 
freq:2583,984 val:35,876 
freq:2756,250 val:48,948 
freq:2928,516 val:34,985 
freq:3100,781 val:2,557 
freq:3273,047 val:15,162 
freq:3445,312 val:5,210 
freq:3617,578 val:16,588 
freq:3789,844 val:20,482 
freq:3962,109 val:14,760 
freq:4134,375 val:14,545 
freq:4306,641 val:6,870 
freq:4478,906 val:1,796 
freq:4651,172 val:7,935 
freq:4823,438 val:4,437 
freq:4995,703 val:2,832 
freq:5167,969 val:8,748 
freq:5340,234 val:0,289 
freq:5512,500 val:5,467 
freq:5684,766 val:3,548 
freq:5857,031 val:0,905 
freq:6029,297 val:1,777 
freq:6201,562 val:27,234 
freq:6373,828 val:39,178 
freq:6546,094 val:12,868 
freq:6718,359 val:2,382 
freq:6890,625 val:3,443 


	Frame 1340:
Maxvol: 9646	Time: 66,953
freq:0,000 val:20,068 
freq:172,266 val:19,283 
freq:344,531 val:57,320 
freq:516,797 val:98,837 
freq:689,062 val:100,000 
freq:861,328 val:16,823 
freq:1033,594 val:36,655 
freq:1205,859 val:10,352 
freq:1378,125 val:13,078 
freq:1550,391 val:19,069 
freq:1722,656 val:2,055 
freq:1894,922 val:18,109 
freq:2067,188 val:41,823 
freq:2239,453 val:23,410 
freq:2411,719 val:1,055 
freq:2583,984 val:27,473 
freq:2756,250 val:58,560 
freq:2928,516 val:32,549 
freq:3100,781 val:11,729 
freq:3273,047 val:16,377 
freq:3445,312 val:9,719 
freq:3617,578 val:16,500 
freq:3789,844 val:4,116 
freq:3962,109 val:8,760 
freq:4134,375 val:15,199 
freq:4306,641 val:10,763 
freq:4478,906 val:8,803 
freq:4651,172 val:9,080 
freq:4823,438 val:5,493 
freq:4995,703 val:9,590 
freq:5167,969 val:14,720 
freq:5340,234 val:14,147 
freq:5512,500 val:3,762 
freq:5684,766 val:2,848 
freq:5857,031 val:10,632 
freq:6029,297 val:4,460 
freq:6201,562 val:2,723 
freq:6373,828 val:5,347 
freq:6546,094 val:2,675 
freq:6718,359 val:0,929 
freq:6890,625 val:4,705 


	Frame 1341:
Maxvol: 5007	Time: 67,003
freq:0,000 val:9,245 
freq:172,266 val:24,223 
freq:344,531 val:100,000 
freq:516,797 val:23,448 
freq:689,062 val:34,826 
freq:861,328 val:18,874 
freq:1033,594 val:26,237 
freq:1205,859 val:11,867 
freq:1378,125 val:14,708 
freq:1550,391 val:24,604 
freq:1722,656 val:4,955 
freq:1894,922 val:6,253 
freq:2067,188 val:1,872 
freq:2239,453 val:6,764 
freq:2411,719 val:10,257 
freq:2583,984 val:4,347 
freq:2756,250 val:7,788 
freq:2928,516 val:11,866 
freq:3100,781 val:4,063 
freq:3273,047 val:23,597 
freq:3445,312 val:33,050 
freq:3617,578 val:15,172 
freq:3789,844 val:0,749 
freq:3962,109 val:1,292 
freq:4134,375 val:4,711 
freq:4306,641 val:13,214 
freq:4478,906 val:9,209 
freq:4651,172 val:3,134 
freq:4823,438 val:0,512 
freq:4995,703 val:13,893 
freq:5167,969 val:21,321 
freq:5340,234 val:15,727 
freq:5512,500 val:4,014 
freq:5684,766 val:0,646 
freq:5857,031 val:3,251 
freq:6029,297 val:1,361 
freq:6201,562 val:2,220 
freq:6373,828 val:4,339 
freq:6546,094 val:1,316 
freq:6718,359 val:0,028 
freq:6890,625 val:3,774 


	Frame 1342:
Maxvol: 6715	Time: 67,053
freq:0,000 val:17,625 
freq:172,266 val:34,009 
freq:344,531 val:100,000 
freq:516,797 val:77,264 
freq:689,062 val:3,537 
freq:861,328 val:31,621 
freq:1033,594 val:10,466 
freq:1205,859 val:7,863 
freq:1378,125 val:17,296 
freq:1550,391 val:4,414 
freq:1722,656 val:11,218 
freq:1894,922 val:5,174 
freq:2067,188 val:0,381 
freq:2239,453 val:7,120 
freq:2411,719 val:11,307 
freq:2583,984 val:9,300 
freq:2756,250 val:1,543 
freq:2928,516 val:11,727 
freq:3100,781 val:14,544 
freq:3273,047 val:11,080 
freq:3445,312 val:5,695 
freq:3617,578 val:4,665 
freq:3789,844 val:1,099 
freq:3962,109 val:1,346 
freq:4134,375 val:3,366 
freq:4306,641 val:5,323 
freq:4478,906 val:2,185 
freq:4651,172 val:2,367 
freq:4823,438 val:0,851 
freq:4995,703 val:1,213 
freq:5167,969 val:0,183 
freq:5340,234 val:1,260 
freq:5512,500 val:1,482 
freq:5684,766 val:1,381 
freq:5857,031 val:0,888 
freq:6029,297 val:1,438 
freq:6201,562 val:1,660 
freq:6373,828 val:0,240 
freq:6546,094 val:2,553 
freq:6718,359 val:2,102 
freq:6890,625 val:1,538 


	Frame 1343:
Maxvol: 4450	Time: 67,103
freq:0,000 val:13,458 
freq:172,266 val:35,504 
freq:344,531 val:6,914 
freq:516,797 val:100,000 
freq:689,062 val:58,114 
freq:861,328 val:22,224 
freq:1033,594 val:16,448 
freq:1205,859 val:1,123 
freq:1378,125 val:14,889 
freq:1550,391 val:18,756 
freq:1722,656 val:3,027 
freq:1894,922 val:4,400 
freq:2067,188 val:0,982 
freq:2239,453 val:3,405 
freq:2411,719 val:5,102 
freq:2583,984 val:0,758 
freq:2756,250 val:7,416 
freq:2928,516 val:14,794 
freq:3100,781 val:10,216 
freq:3273,047 val:3,511 
freq:3445,312 val:4,718 
freq:3617,578 val:0,043 
freq:3789,844 val:3,080 
freq:3962,109 val:1,367 
freq:4134,375 val:2,503 
freq:4306,641 val:4,409 
freq:4478,906 val:1,867 
freq:4651,172 val:3,491 
freq:4823,438 val:4,872 
freq:4995,703 val:0,882 
freq:5167,969 val:1,836 
freq:5340,234 val:1,653 
freq:5512,500 val:2,944 
freq:5684,766 val:4,515 
freq:5857,031 val:4,726 
freq:6029,297 val:0,713 
freq:6201,562 val:5,679 
freq:6373,828 val:3,752 
freq:6546,094 val:2,988 
freq:6718,359 val:5,946 
freq:6890,625 val:2,509 


	Frame 1344:
Maxvol: 5473	Time: 67,153
freq:0,000 val:53,938 
freq:172,266 val:27,848 
freq:344,531 val:58,162 
freq:516,797 val:39,489 
freq:689,062 val:89,933 
freq:861,328 val:50,258 
freq:1033,594 val:47,164 
freq:1205,859 val:50,449 
freq:1378,125 val:62,414 
freq:1550,391 val:79,222 
freq:1722,656 val:47,177 
freq:1894,922 val:16,094 
freq:2067,188 val:7,468 
freq:2239,453 val:2,213 
freq:2411,719 val:8,640 
freq:2583,984 val:23,435 
freq:2756,250 val:61,745 
freq:2928,516 val:100,000 
freq:3100,781 val:77,201 
freq:3273,047 val:29,255 
freq:3445,312 val:46,456 
freq:3617,578 val:38,375 
freq:3789,844 val:27,918 
freq:3962,109 val:20,176 
freq:4134,375 val:7,928 
freq:4306,641 val:8,080 
freq:4478,906 val:33,197 
freq:4651,172 val:26,036 
freq:4823,438 val:9,071 
freq:4995,703 val:33,034 
freq:5167,969 val:62,513 
freq:5340,234 val:44,470 
freq:5512,500 val:16,256 
freq:5684,766 val:7,153 
freq:5857,031 val:3,970 
freq:6029,297 val:1,998 
freq:6201,562 val:5,666 
freq:6373,828 val:18,558 
freq:6546,094 val:12,669 
freq:6718,359 val:7,523 
freq:6890,625 val:12,692 


	Frame 1345:
Maxvol: 4483	Time: 67,203
freq:0,000 val:17,583 
freq:172,266 val:20,811 
freq:344,531 val:65,198 
freq:516,797 val:100,000 
freq:689,062 val:22,274 
freq:861,328 val:4,865 
freq:1033,594 val:9,602 
freq:1205,859 val:0,588 
freq:1378,125 val:10,321 
freq:1550,391 val:15,886 
freq:1722,656 val:7,070 
freq:1894,922 val:13,185 
freq:2067,188 val:37,638 
freq:2239,453 val:17,092 
freq:2411,719 val:3,703 
freq:2583,984 val:13,329 
freq:2756,250 val:8,862 
freq:2928,516 val:8,463 
freq:3100,781 val:11,740 
freq:3273,047 val:7,316 
freq:3445,312 val:8,002 
freq:3617,578 val:4,376 
freq:3789,844 val:5,555 
freq:3962,109 val:8,692 
freq:4134,375 val:26,051 
freq:4306,641 val:21,716 
freq:4478,906 val:5,539 
freq:4651,172 val:1,136 
freq:4823,438 val:6,161 
freq:4995,703 val:5,373 
freq:5167,969 val:10,219 
freq:5340,234 val:6,680 
freq:5512,500 val:0,180 
freq:5684,766 val:1,071 
freq:5857,031 val:0,461 
freq:6029,297 val:3,333 
freq:6201,562 val:5,756 
freq:6373,828 val:0,404 
freq:6546,094 val:0,048 
freq:6718,359 val:3,154 
freq:6890,625 val:3,594 


	Frame 1346:
Maxvol: 8407	Time: 67,253
freq:0,000 val:87,483 
freq:172,266 val:70,473 
freq:344,531 val:28,017 
freq:516,797 val:100,000 
freq:689,062 val:34,692 
freq:861,328 val:21,227 
freq:1033,594 val:26,972 
freq:1205,859 val:18,720 
freq:1378,125 val:37,112 
freq:1550,391 val:55,283 
freq:1722,656 val:32,292 
freq:1894,922 val:37,291 
freq:2067,188 val:87,738 
freq:2239,453 val:56,546 
freq:2411,719 val:5,074 
freq:2583,984 val:24,725 
freq:2756,250 val:34,863 
freq:2928,516 val:19,230 
freq:3100,781 val:52,735 
freq:3273,047 val:55,592 
freq:3445,312 val:1,895 
freq:3617,578 val:34,902 
freq:3789,844 val:4,508 
freq:3962,109 val:17,975 
freq:4134,375 val:59,275 
freq:4306,641 val:57,030 
freq:4478,906 val:32,760 
freq:4651,172 val:17,650 
freq:4823,438 val:4,058 
freq:4995,703 val:6,479 
freq:5167,969 val:27,276 
freq:5340,234 val:17,500 
freq:5512,500 val:3,848 
freq:5684,766 val:4,393 
freq:5857,031 val:10,501 
freq:6029,297 val:2,313 
freq:6201,562 val:28,581 
freq:6373,828 val:29,572 
freq:6546,094 val:8,631 
freq:6718,359 val:1,840 
freq:6890,625 val:15,446 


	Frame 1347:
Maxvol: 2684	Time: 67,303
freq:0,000 val:21,343 
freq:172,266 val:69,342 
freq:344,531 val:100,000 
freq:516,797 val:48,844 
freq:689,062 val:34,933 
freq:861,328 val:15,133 
freq:1033,594 val:30,524 
freq:1205,859 val:25,220 
freq:1378,125 val:4,338 
freq:1550,391 val:9,909 
freq:1722,656 val:6,125 
freq:1894,922 val:5,515 
freq:2067,188 val:30,426 
freq:2239,453 val:18,879 
freq:2411,719 val:1,003 
freq:2583,984 val:30,772 
freq:2756,250 val:33,844 
freq:2928,516 val:1,166 
freq:3100,781 val:5,192 
freq:3273,047 val:13,217 
freq:3445,312 val:13,200 
freq:3617,578 val:3,244 
freq:3789,844 val:17,698 
freq:3962,109 val:0,254 
freq:4134,375 val:1,346 
freq:4306,641 val:1,476 
freq:4478,906 val:2,693 
freq:4651,172 val:12,019 
freq:4823,438 val:22,044 
freq:4995,703 val:9,878 
freq:5167,969 val:3,001 
freq:5340,234 val:8,128 
freq:5512,500 val:0,368 
freq:5684,766 val:2,751 
freq:5857,031 val:8,652 
freq:6029,297 val:8,868 
freq:6201,562 val:0,117 
freq:6373,828 val:10,362 
freq:6546,094 val:8,197 
freq:6718,359 val:5,887 
freq:6890,625 val:1,872 


	Frame 1348:
Maxvol: 3046	Time: 67,353
freq:0,000 val:11,080 
freq:172,266 val:21,418 
freq:344,531 val:100,000 
freq:516,797 val:54,679 
freq:689,062 val:61,636 
freq:861,328 val:7,298 
freq:1033,594 val:39,502 
freq:1205,859 val:31,075 
freq:1378,125 val:72,416 
freq:1550,391 val:30,507 
freq:1722,656 val:28,806 
freq:1894,922 val:8,359 
freq:2067,188 val:35,933 
freq:2239,453 val:8,283 
freq:2411,719 val:18,912 
freq:2583,984 val:25,363 
freq:2756,250 val:24,323 
freq:2928,516 val:40,231 
freq:3100,781 val:33,871 
freq:3273,047 val:19,227 
freq:3445,312 val:24,795 
freq:3617,578 val:6,389 
freq:3789,844 val:13,142 
freq:3962,109 val:9,972 
freq:4134,375 val:1,802 
freq:4306,641 val:5,359 
freq:4478,906 val:26,361 
freq:4651,172 val:37,218 
freq:4823,438 val:2,328 
freq:4995,703 val:21,156 
freq:5167,969 val:18,716 
freq:5340,234 val:5,324 
freq:5512,500 val:3,915 
freq:5684,766 val:6,045 
freq:5857,031 val:4,122 
freq:6029,297 val:4,165 
freq:6201,562 val:6,828 
freq:6373,828 val:16,719 
freq:6546,094 val:6,513 
freq:6718,359 val:3,126 
freq:6890,625 val:8,460 


	Frame 1349:
Maxvol: 5427	Time: 67,403
freq:0,000 val:88,129 
freq:172,266 val:100,000 
freq:344,531 val:54,388 
freq:516,797 val:18,828 
freq:689,062 val:38,249 
freq:861,328 val:14,028 
freq:1033,594 val:32,204 
freq:1205,859 val:14,611 
freq:1378,125 val:14,250 
freq:1550,391 val:8,808 
freq:1722,656 val:24,090 
freq:1894,922 val:4,083 
freq:2067,188 val:7,245 
freq:2239,453 val:12,865 
freq:2411,719 val:9,195 
freq:2583,984 val:6,245 
freq:2756,250 val:8,566 
freq:2928,516 val:38,404 
freq:3100,781 val:61,774 
freq:3273,047 val:37,945 
freq:3445,312 val:2,676 
freq:3617,578 val:10,384 
freq:3789,844 val:5,787 
freq:3962,109 val:8,555 
freq:4134,375 val:11,803 
freq:4306,641 val:16,275 
freq:4478,906 val:1,556 
freq:4651,172 val:17,790 
freq:4823,438 val:23,006 
freq:4995,703 val:16,297 
freq:5167,969 val:9,875 
freq:5340,234 val:7,659 
freq:5512,500 val:7,142 
freq:5684,766 val:2,627 
freq:5857,031 val:3,724 
freq:6029,297 val:2,497 
freq:6201,562 val:0,253 
freq:6373,828 val:0,358 
freq:6546,094 val:2,991 
freq:6718,359 val:5,963 
freq:6890,625 val:2,275 


	Frame 1350:
Maxvol: 4321	Time: 67,453
freq:0,000 val:2,423 
freq:172,266 val:52,956 
freq:344,531 val:83,713 
freq:516,797 val:11,506 
freq:689,062 val:22,481 
freq:861,328 val:58,867 
freq:1033,594 val:23,453 
freq:1205,859 val:68,019 
freq:1378,125 val:92,385 
freq:1550,391 val:39,740 
freq:1722,656 val:18,203 
freq:1894,922 val:25,895 
freq:2067,188 val:29,579 
freq:2239,453 val:4,648 
freq:2411,719 val:4,692 
freq:2583,984 val:5,936 
freq:2756,250 val:9,271 
freq:2928,516 val:13,396 
freq:3100,781 val:99,184 
freq:3273,047 val:100,000 
freq:3445,312 val:38,017 
freq:3617,578 val:1,458 
freq:3789,844 val:22,747 
freq:3962,109 val:5,521 
freq:4134,375 val:27,736 
freq:4306,641 val:11,040 
freq:4478,906 val:3,771 
freq:4651,172 val:12,380 
freq:4823,438 val:1,548 
freq:4995,703 val:6,546 
freq:5167,969 val:16,179 
freq:5340,234 val:7,355 
freq:5512,500 val:18,944 
freq:5684,766 val:11,947 
freq:5857,031 val:9,977 
freq:6029,297 val:22,685 
freq:6201,562 val:28,547 
freq:6373,828 val:11,377 
freq:6546,094 val:4,567 
freq:6718,359 val:7,536 
freq:6890,625 val:7,161 


	Frame 1351:
Maxvol: 9459	Time: 67,503
freq:0,000 val:26,356 
freq:172,266 val:28,885 
freq:344,531 val:17,830 
freq:516,797 val:10,504 
freq:689,062 val:26,596 
freq:861,328 val:7,380 
freq:1033,594 val:17,193 
freq:1205,859 val:70,915 
freq:1378,125 val:80,743 
freq:1550,391 val:28,357 
freq:1722,656 val:9,759 
freq:1894,922 val:46,901 
freq:2067,188 val:49,760 
freq:2239,453 val:3,365 
freq:2411,719 val:36,600 
freq:2583,984 val:50,362 
freq:2756,250 val:11,518 
freq:2928,516 val:63,044 
freq:3100,781 val:100,000 
freq:3273,047 val:51,564 
freq:3445,312 val:7,809 
freq:3617,578 val:6,436 
freq:3789,844 val:24,874 
freq:3962,109 val:67,154 
freq:4134,375 val:39,790 
freq:4306,641 val:3,903 
freq:4478,906 val:11,068 
freq:4651,172 val:16,434 
freq:4823,438 val:24,024 
freq:4995,703 val:14,046 
freq:5167,969 val:4,776 
freq:5340,234 val:6,271 
freq:5512,500 val:0,919 
freq:5684,766 val:3,811 
freq:5857,031 val:16,170 
freq:6029,297 val:22,346 
freq:6201,562 val:1,086 
freq:6373,828 val:1,321 
freq:6546,094 val:5,435 
freq:6718,359 val:0,486 
freq:6890,625 val:1,318 


	Frame 1352:
Maxvol: 4937	Time: 67,553
freq:0,000 val:13,414 
freq:172,266 val:6,733 
freq:344,531 val:16,659 
freq:516,797 val:44,199 
freq:689,062 val:29,630 
freq:861,328 val:30,248 
freq:1033,594 val:10,962 
freq:1205,859 val:63,061 
freq:1378,125 val:100,000 
freq:1550,391 val:38,402 
freq:1722,656 val:20,815 
freq:1894,922 val:97,380 
freq:2067,188 val:65,775 
freq:2239,453 val:16,317 
freq:2411,719 val:3,726 
freq:2583,984 val:24,320 
freq:2756,250 val:48,162 
freq:2928,516 val:47,729 
freq:3100,781 val:34,822 
freq:3273,047 val:2,417 
freq:3445,312 val:5,015 
freq:3617,578 val:10,332 
freq:3789,844 val:11,259 
freq:3962,109 val:27,019 
freq:4134,375 val:17,345 
freq:4306,641 val:7,073 
freq:4478,906 val:11,339 
freq:4651,172 val:23,202 
freq:4823,438 val:11,240 
freq:4995,703 val:8,137 
freq:5167,969 val:9,351 
freq:5340,234 val:12,658 
freq:5512,500 val:7,160 
freq:5684,766 val:15,457 
freq:5857,031 val:32,036 
freq:6029,297 val:64,150 
freq:6201,562 val:38,175 
freq:6373,828 val:1,781 
freq:6546,094 val:3,604 
freq:6718,359 val:12,312 
freq:6890,625 val:8,213 


	Frame 1353:
Maxvol: 11484	Time: 67,603
freq:0,000 val:18,080 
freq:172,266 val:35,441 
freq:344,531 val:58,536 
freq:516,797 val:33,935 
freq:689,062 val:10,930 
freq:861,328 val:0,060 
freq:1033,594 val:11,958 
freq:1205,859 val:11,042 
freq:1378,125 val:2,072 
freq:1550,391 val:3,071 
freq:1722,656 val:2,792 
freq:1894,922 val:32,918 
freq:2067,188 val:75,507 
freq:2239,453 val:62,438 
freq:2411,719 val:24,540 
freq:2583,984 val:14,664 
freq:2756,250 val:36,658 
freq:2928,516 val:64,222 
freq:3100,781 val:35,731 
freq:3273,047 val:50,664 
freq:3445,312 val:100,000 
freq:3617,578 val:65,794 
freq:3789,844 val:17,228 
freq:3962,109 val:4,859 
freq:4134,375 val:4,887 
freq:4306,641 val:17,346 
freq:4478,906 val:49,290 
freq:4651,172 val:55,924 
freq:4823,438 val:15,116 
freq:4995,703 val:25,931 
freq:5167,969 val:21,178 
freq:5340,234 val:6,751 
freq:5512,500 val:3,446 
freq:5684,766 val:1,094 
freq:5857,031 val:15,373 
freq:6029,297 val:32,005 
freq:6201,562 val:11,683 
freq:6373,828 val:2,579 
freq:6546,094 val:0,008 
freq:6718,359 val:4,534 
freq:6890,625 val:2,331 


	Frame 1354:
Maxvol: 5130	Time: 67,653
freq:0,000 val:5,132 
freq:172,266 val:30,138 
freq:344,531 val:64,413 
freq:516,797 val:100,000 
freq:689,062 val:16,271 
freq:861,328 val:9,970 
freq:1033,594 val:33,898 
freq:1205,859 val:3,267 
freq:1378,125 val:27,754 
freq:1550,391 val:29,375 
freq:1722,656 val:13,970 
freq:1894,922 val:24,224 
freq:2067,188 val:23,132 
freq:2239,453 val:14,418 
freq:2411,719 val:19,185 
freq:2583,984 val:17,243 
freq:2756,250 val:26,110 
freq:2928,516 val:53,086 
freq:3100,781 val:5,694 
freq:3273,047 val:26,600 
freq:3445,312 val:20,690 
freq:3617,578 val:1,483 
freq:3789,844 val:15,833 
freq:3962,109 val:0,365 
freq:4134,375 val:2,492 
freq:4306,641 val:9,760 
freq:4478,906 val:8,007 
freq:4651,172 val:2,183 
freq:4823,438 val:22,906 
freq:4995,703 val:10,907 
freq:5167,969 val:11,156 
freq:5340,234 val:9,722 
freq:5512,500 val:0,128 
freq:5684,766 val:13,372 
freq:5857,031 val:22,535 
freq:6029,297 val:34,834 
freq:6201,562 val:12,354 
freq:6373,828 val:1,248 
freq:6546,094 val:5,382 
freq:6718,359 val:5,762 
freq:6890,625 val:8,317 


	Frame 1355:
Maxvol: 8126	Time: 67,703
freq:0,000 val:12,104 
freq:172,266 val:17,222 
freq:344,531 val:21,019 
freq:516,797 val:62,378 
freq:689,062 val:13,875 
freq:861,328 val:36,932 
freq:1033,594 val:80,250 
freq:1205,859 val:44,143 
freq:1378,125 val:8,272 
freq:1550,391 val:0,405 
freq:1722,656 val:1,652 
freq:1894,922 val:6,029 
freq:2067,188 val:19,180 
freq:2239,453 val:2,041 
freq:2411,719 val:4,220 
freq:2583,984 val:1,535 
freq:2756,250 val:66,368 
freq:2928,516 val:100,000 
freq:3100,781 val:79,416 
freq:3273,047 val:38,646 
freq:3445,312 val:11,632 
freq:3617,578 val:30,465 
freq:3789,844 val:13,260 
freq:3962,109 val:1,182 
freq:4134,375 val:0,871 
freq:4306,641 val:2,986 
freq:4478,906 val:19,125 
freq:4651,172 val:11,182 
freq:4823,438 val:1,338 
freq:4995,703 val:37,111 
freq:5167,969 val:38,972 
freq:5340,234 val:21,368 
freq:5512,500 val:4,051 
freq:5684,766 val:3,623 
freq:5857,031 val:9,132 
freq:6029,297 val:8,818 
freq:6201,562 val:3,952 
freq:6373,828 val:4,187 
freq:6546,094 val:0,599 
freq:6718,359 val:5,716 
freq:6890,625 val:7,730 


	Frame 1356:
Maxvol: 5564	Time: 67,753
freq:0,000 val:4,149 
freq:172,266 val:28,396 
freq:344,531 val:89,984 
freq:516,797 val:69,728 
freq:689,062 val:100,000 
freq:861,328 val:95,121 
freq:1033,594 val:21,135 
freq:1205,859 val:6,822 
freq:1378,125 val:11,664 
freq:1550,391 val:18,620 
freq:1722,656 val:19,311 
freq:1894,922 val:18,138 
freq:2067,188 val:25,764 
freq:2239,453 val:25,918 
freq:2411,719 val:22,688 
freq:2583,984 val:12,107 
freq:2756,250 val:5,989 
freq:2928,516 val:1,307 
freq:3100,781 val:1,042 
freq:3273,047 val:11,623 
freq:3445,312 val:9,304 
freq:3617,578 val:1,052 
freq:3789,844 val:5,670 
freq:3962,109 val:10,197 
freq:4134,375 val:4,028 
freq:4306,641 val:12,173 
freq:4478,906 val:6,664 
freq:4651,172 val:0,171 
freq:4823,438 val:0,190 
freq:4995,703 val:1,846 
freq:5167,969 val:2,351 
freq:5340,234 val:2,493 
freq:5512,500 val:2,592 
freq:5684,766 val:0,009 
freq:5857,031 val:1,012 
freq:6029,297 val:3,747 
freq:6201,562 val:1,674 
freq:6373,828 val:11,933 
freq:6546,094 val:2,429 
freq:6718,359 val:7,107 
freq:6890,625 val:6,608 


	Frame 1357:
Maxvol: 9494	Time: 67,803
freq:0,000 val:1,437 
freq:172,266 val:8,559 
freq:344,531 val:20,025 
freq:516,797 val:100,000 
freq:689,062 val:45,769 
freq:861,328 val:16,714 
freq:1033,594 val:44,768 
freq:1205,859 val:22,308 
freq:1378,125 val:5,696 
freq:1550,391 val:2,645 
freq:1722,656 val:4,118 
freq:1894,922 val:3,418 
freq:2067,188 val:11,142 
freq:2239,453 val:4,214 
freq:2411,719 val:9,338 
freq:2583,984 val:95,394 
freq:2756,250 val:29,067 
freq:2928,516 val:82,647 
freq:3100,781 val:78,158 
freq:3273,047 val:51,683 
freq:3445,312 val:10,476 
freq:3617,578 val:38,362 
freq:3789,844 val:61,865 
freq:3962,109 val:10,407 
freq:4134,375 val:66,256 
freq:4306,641 val:55,224 
freq:4478,906 val:22,061 
freq:4651,172 val:29,208 
freq:4823,438 val:15,612 
freq:4995,703 val:10,884 
freq:5167,969 val:34,215 
freq:5340,234 val:84,141 
freq:5512,500 val:62,055 
freq:5684,766 val:22,550 
freq:5857,031 val:1,443 
freq:6029,297 val:1,047 
freq:6201,562 val:3,886 
freq:6373,828 val:3,702 
freq:6546,094 val:2,259 
freq:6718,359 val:0,563 
freq:6890,625 val:0,122 


	Frame 1358:
Maxvol: 4085	Time: 67,853
freq:0,000 val:26,962 
freq:172,266 val:16,796 
freq:344,531 val:85,718 
freq:516,797 val:91,762 
freq:689,062 val:72,878 
freq:861,328 val:9,442 
freq:1033,594 val:47,495 
freq:1205,859 val:14,883 
freq:1378,125 val:10,361 
freq:1550,391 val:28,416 
freq:1722,656 val:46,513 
freq:1894,922 val:48,627 
freq:2067,188 val:54,937 
freq:2239,453 val:46,477 
freq:2411,719 val:63,047 
freq:2583,984 val:57,839 
freq:2756,250 val:100,000 
freq:2928,516 val:24,177 
freq:3100,781 val:58,794 
freq:3273,047 val:67,172 
freq:3445,312 val:37,355 
freq:3617,578 val:49,910 
freq:3789,844 val:4,274 
freq:3962,109 val:1,939 
freq:4134,375 val:18,255 
freq:4306,641 val:21,415 
freq:4478,906 val:6,830 
freq:4651,172 val:2,938 
freq:4823,438 val:3,669 
freq:4995,703 val:18,569 
freq:5167,969 val:43,078 
freq:5340,234 val:42,863 
freq:5512,500 val:6,957 
freq:5684,766 val:26,642 
freq:5857,031 val:8,478 
freq:6029,297 val:2,444 
freq:6201,562 val:3,639 
freq:6373,828 val:8,848 
freq:6546,094 val:12,890 
freq:6718,359 val:17,558 
freq:6890,625 val:18,692 


	Frame 1359:
Maxvol: 6442	Time: 67,903
freq:0,000 val:30,240 
freq:172,266 val:13,461 
freq:344,531 val:77,271 
freq:516,797 val:100,000 
freq:689,062 val:10,865 
freq:861,328 val:19,336 
freq:1033,594 val:28,741 
freq:1205,859 val:51,331 
freq:1378,125 val:5,329 
freq:1550,391 val:5,866 
freq:1722,656 val:30,912 
freq:1894,922 val:27,473 
freq:2067,188 val:12,520 
freq:2239,453 val:11,448 
freq:2411,719 val:40,793 
freq:2583,984 val:54,603 
freq:2756,250 val:31,505 
freq:2928,516 val:35,767 
freq:3100,781 val:42,933 
freq:3273,047 val:14,571 
freq:3445,312 val:23,432 
freq:3617,578 val:5,494 
freq:3789,844 val:1,234 
freq:3962,109 val:1,147 
freq:4134,375 val:48,648 
freq:4306,641 val:18,509 
freq:4478,906 val:25,831 
freq:4651,172 val:9,814 
freq:4823,438 val:13,843 
freq:4995,703 val:36,267 
freq:5167,969 val:39,878 
freq:5340,234 val:7,103 
freq:5512,500 val:23,197 
freq:5684,766 val:24,604 
freq:5857,031 val:1,768 
freq:6029,297 val:18,102 
freq:6201,562 val:17,936 
freq:6373,828 val:4,427 
freq:6546,094 val:0,027 
freq:6718,359 val:8,906 
freq:6890,625 val:3,884 


	Frame 1360:
Maxvol: 4527	Time: 67,953
freq:0,000 val:42,378 
freq:172,266 val:100,000 
freq:344,531 val:61,033 
freq:516,797 val:60,013 
freq:689,062 val:67,083 
freq:861,328 val:33,168 
freq:1033,594 val:13,487 
freq:1205,859 val:29,823 
freq:1378,125 val:25,782 
