Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:4306,641 val:84,165 
freq:4478,906 val:33,867 
freq:4651,172 val:72,750 
freq:4823,438 val:64,514 
freq:4995,703 val:21,223 
freq:5167,969 val:11,599 
freq:5340,234 val:6,711 
freq:5512,500 val:22,192 
freq:5684,766 val:7,778 
freq:5857,031 val:5,868 
freq:6029,297 val:37,605 
freq:6201,562 val:55,899 
freq:6373,828 val:72,413 
freq:6546,094 val:45,283 
freq:6718,359 val:6,902 
freq:6890,625 val:11,962 


	Frame 2183:
Maxvol: 12788	Time: 109,103
freq:0,000 val:100,000 
freq:172,266 val:86,816 
freq:344,531 val:56,791 
freq:516,797 val:23,702 
freq:689,062 val:0,040 
freq:861,328 val:13,268 
freq:1033,594 val:21,146 
freq:1205,859 val:11,973 
freq:1378,125 val:3,127 
freq:1550,391 val:8,312 
freq:1722,656 val:6,182 
freq:1894,922 val:5,311 
freq:2067,188 val:16,547 
freq:2239,453 val:15,205 
freq:2411,719 val:7,666 
freq:2583,984 val:5,259 
freq:2756,250 val:8,927 
freq:2928,516 val:0,405 
freq:3100,781 val:5,348 
freq:3273,047 val:3,336 
freq:3445,312 val:1,419 
freq:3617,578 val:8,996 
freq:3789,844 val:2,811 
freq:3962,109 val:2,333 
freq:4134,375 val:1,011 
freq:4306,641 val:12,862 
freq:4478,906 val:21,070 
freq:4651,172 val:5,464 
freq:4823,438 val:2,846 
freq:4995,703 val:2,317 
freq:5167,969 val:1,272 
freq:5340,234 val:10,201 
freq:5512,500 val:11,503 
freq:5684,766 val:12,044 
freq:5857,031 val:12,631 
freq:6029,297 val:7,258 
freq:6201,562 val:5,132 
freq:6373,828 val:2,248 
freq:6546,094 val:4,691 
freq:6718,359 val:7,296 
freq:6890,625 val:9,915 


	Frame 2184:
Maxvol: 17985	Time: 109,153
freq:0,000 val:75,251 
freq:172,266 val:81,861 
freq:344,531 val:64,669 
freq:516,797 val:13,665 
freq:689,062 val:50,574 
freq:861,328 val:54,168 
freq:1033,594 val:100,000 
freq:1205,859 val:57,641 
freq:1378,125 val:29,045 
freq:1550,391 val:20,201 
freq:1722,656 val:8,705 
freq:1894,922 val:64,845 
freq:2067,188 val:77,886 
freq:2239,453 val:7,822 
freq:2411,719 val:0,986 
freq:2583,984 val:39,084 
freq:2756,250 val:44,116 
freq:2928,516 val:14,675 
freq:3100,781 val:1,418 
freq:3273,047 val:18,590 
freq:3445,312 val:46,348 
freq:3617,578 val:56,226 
freq:3789,844 val:33,249 
freq:3962,109 val:45,884 
freq:4134,375 val:14,251 
freq:4306,641 val:4,922 
freq:4478,906 val:7,037 
freq:4651,172 val:18,663 
freq:4823,438 val:34,384 
freq:4995,703 val:38,844 
freq:5167,969 val:19,923 
freq:5340,234 val:7,135 
freq:5512,500 val:24,222 
freq:5684,766 val:24,395 
freq:5857,031 val:40,668 
freq:6029,297 val:55,291 
freq:6201,562 val:5,386 
freq:6373,828 val:19,933 
freq:6546,094 val:4,979 
freq:6718,359 val:1,364 
freq:6890,625 val:7,372 


	Frame 2185:
Maxvol: 14297	Time: 109,203
freq:0,000 val:100,000 
freq:172,266 val:85,840 
freq:344,531 val:39,319 
freq:516,797 val:17,797 
freq:689,062 val:11,822 
freq:861,328 val:2,423 
freq:1033,594 val:5,087 
freq:1205,859 val:9,182 
freq:1378,125 val:4,251 
freq:1550,391 val:10,943 
freq:1722,656 val:13,157 
freq:1894,922 val:9,453 
freq:2067,188 val:7,003 
freq:2239,453 val:16,370 
freq:2411,719 val:9,293 
freq:2583,984 val:9,762 
freq:2756,250 val:8,609 
freq:2928,516 val:5,896 
freq:3100,781 val:3,027 
freq:3273,047 val:4,562 
freq:3445,312 val:1,996 
freq:3617,578 val:6,097 
freq:3789,844 val:2,455 
freq:3962,109 val:7,449 
freq:4134,375 val:10,202 
freq:4306,641 val:8,423 
freq:4478,906 val:2,725 
freq:4651,172 val:4,057 
freq:4823,438 val:3,722 
freq:4995,703 val:0,857 
freq:5167,969 val:2,610 
freq:5340,234 val:9,020 
freq:5512,500 val:6,193 
freq:5684,766 val:1,852 
freq:5857,031 val:2,024 
freq:6029,297 val:1,702 
freq:6201,562 val:5,779 
freq:6373,828 val:7,406 
freq:6546,094 val:2,074 
freq:6718,359 val:7,891 
freq:6890,625 val:7,474 


	Frame 2186:
Maxvol: 8859	Time: 109,253
freq:0,000 val:100,000 
freq:172,266 val:49,115 
freq:344,531 val:58,007 
freq:516,797 val:81,679 
freq:689,062 val:22,626 
freq:861,328 val:33,050 
freq:1033,594 val:23,388 
freq:1205,859 val:21,173 
freq:1378,125 val:10,077 
freq:1550,391 val:24,542 
freq:1722,656 val:13,785 
freq:1894,922 val:12,207 
freq:2067,188 val:47,893 
freq:2239,453 val:17,198 
freq:2411,719 val:2,598 
freq:2583,984 val:2,997 
freq:2756,250 val:1,887 
freq:2928,516 val:23,674 
freq:3100,781 val:55,719 
freq:3273,047 val:27,119 
freq:3445,312 val:12,099 
freq:3617,578 val:0,722 
freq:3789,844 val:18,196 
freq:3962,109 val:26,742 
freq:4134,375 val:7,918 
freq:4306,641 val:15,704 
freq:4478,906 val:6,487 
freq:4651,172 val:13,943 
freq:4823,438 val:7,631 
freq:4995,703 val:24,379 
freq:5167,969 val:32,340 
freq:5340,234 val:32,064 
freq:5512,500 val:25,827 
freq:5684,766 val:2,285 
freq:5857,031 val:4,439 
freq:6029,297 val:5,920 
freq:6201,562 val:4,349 
freq:6373,828 val:3,701 
freq:6546,094 val:14,898 
freq:6718,359 val:6,066 
freq:6890,625 val:5,626 


	Frame 2187:
Maxvol: 22225	Time: 109,303
freq:0,000 val:60,917 
freq:172,266 val:80,266 
freq:344,531 val:38,435 
freq:516,797 val:44,660 
freq:689,062 val:100,000 
freq:861,328 val:50,982 
freq:1033,594 val:38,135 
freq:1205,859 val:10,348 
freq:1378,125 val:16,515 
freq:1550,391 val:14,997 
freq:1722,656 val:21,626 
freq:1894,922 val:22,430 
freq:2067,188 val:37,706 
freq:2239,453 val:59,654 
freq:2411,719 val:32,895 
freq:2583,984 val:13,502 
freq:2756,250 val:28,517 
freq:2928,516 val:63,466 
freq:3100,781 val:31,214 
freq:3273,047 val:8,331 
freq:3445,312 val:15,799 
freq:3617,578 val:10,262 
freq:3789,844 val:17,601 
freq:3962,109 val:3,727 
freq:4134,375 val:25,963 
freq:4306,641 val:21,495 
freq:4478,906 val:0,336 
freq:4651,172 val:11,781 
freq:4823,438 val:38,061 
freq:4995,703 val:26,425 
freq:5167,969 val:0,090 
freq:5340,234 val:10,160 
freq:5512,500 val:39,520 
freq:5684,766 val:59,141 
freq:5857,031 val:19,837 
freq:6029,297 val:46,115 
freq:6201,562 val:43,764 
freq:6373,828 val:38,170 
freq:6546,094 val:16,433 
freq:6718,359 val:9,880 
freq:6890,625 val:9,501 


	Frame 2188:
Maxvol: 17216	Time: 109,353
freq:0,000 val:77,032 
freq:172,266 val:100,000 
freq:344,531 val:84,568 
freq:516,797 val:68,173 
freq:689,062 val:66,932 
freq:861,328 val:27,773 
freq:1033,594 val:52,922 
freq:1205,859 val:63,388 
freq:1378,125 val:52,711 
freq:1550,391 val:42,691 
freq:1722,656 val:19,973 
freq:1894,922 val:2,231 
freq:2067,188 val:12,974 
freq:2239,453 val:8,561 
freq:2411,719 val:5,458 
freq:2583,984 val:3,538 
freq:2756,250 val:5,689 
freq:2928,516 val:20,874 
freq:3100,781 val:9,577 
freq:3273,047 val:38,640 
freq:3445,312 val:43,468 
freq:3617,578 val:20,427 
freq:3789,844 val:28,547 
freq:3962,109 val:7,439 
freq:4134,375 val:62,069 
freq:4306,641 val:79,339 
freq:4478,906 val:19,727 
freq:4651,172 val:13,338 
freq:4823,438 val:6,379 
freq:4995,703 val:28,012 
freq:5167,969 val:8,720 
freq:5340,234 val:7,669 
freq:5512,500 val:19,711 
freq:5684,766 val:10,898 
freq:5857,031 val:3,431 
freq:6029,297 val:4,481 
freq:6201,562 val:18,181 
freq:6373,828 val:28,221 
freq:6546,094 val:15,704 
freq:6718,359 val:27,088 
freq:6890,625 val:42,044 


	Frame 2189:
Maxvol: 16832	Time: 109,403
freq:0,000 val:100,000 
freq:172,266 val:57,957 
freq:344,531 val:12,028 
freq:516,797 val:11,327 
freq:689,062 val:21,732 
freq:861,328 val:14,116 
freq:1033,594 val:1,558 
freq:1205,859 val:1,147 
freq:1378,125 val:3,312 
freq:1550,391 val:1,678 
freq:1722,656 val:7,752 
freq:1894,922 val:9,804 
freq:2067,188 val:6,983 
freq:2239,453 val:2,797 
freq:2411,719 val:8,420 
freq:2583,984 val:8,930 
freq:2756,250 val:3,155 
freq:2928,516 val:7,243 
freq:3100,781 val:8,575 
freq:3273,047 val:4,095 
freq:3445,312 val:5,797 
freq:3617,578 val:5,341 
freq:3789,844 val:3,382 
freq:3962,109 val:2,088 
freq:4134,375 val:9,170 
freq:4306,641 val:11,241 
freq:4478,906 val:0,450 
freq:4651,172 val:1,025 
freq:4823,438 val:11,884 
freq:4995,703 val:10,869 
freq:5167,969 val:0,622 
freq:5340,234 val:7,948 
freq:5512,500 val:12,689 
freq:5684,766 val:9,779 
freq:5857,031 val:5,636 
freq:6029,297 val:1,667 
freq:6201,562 val:1,587 
freq:6373,828 val:5,641 
freq:6546,094 val:1,413 
freq:6718,359 val:2,243 
freq:6890,625 val:11,311 


	Frame 2190:
Maxvol: 14161	Time: 109,453
freq:0,000 val:12,024 
freq:172,266 val:11,568 
freq:344,531 val:19,665 
freq:516,797 val:43,064 
freq:689,062 val:49,170 
freq:861,328 val:13,775 
freq:1033,594 val:98,085 
freq:1205,859 val:100,000 
freq:1378,125 val:11,004 
freq:1550,391 val:6,682 
freq:1722,656 val:23,616 
freq:1894,922 val:36,286 
freq:2067,188 val:75,981 
freq:2239,453 val:13,039 
freq:2411,719 val:40,475 
freq:2583,984 val:6,223 
freq:2756,250 val:35,280 
freq:2928,516 val:10,611 
freq:3100,781 val:7,655 
freq:3273,047 val:36,150 
freq:3445,312 val:15,106 
freq:3617,578 val:41,151 
freq:3789,844 val:7,806 
freq:3962,109 val:24,225 
freq:4134,375 val:5,296 
freq:4306,641 val:25,576 
freq:4478,906 val:17,907 
freq:4651,172 val:24,366 
freq:4823,438 val:33,748 
freq:4995,703 val:2,059 
freq:5167,969 val:8,588 
freq:5340,234 val:1,709 
freq:5512,500 val:13,221 
freq:5684,766 val:31,076 
freq:5857,031 val:5,246 
freq:6029,297 val:20,755 
freq:6201,562 val:32,828 
freq:6373,828 val:46,053 
freq:6546,094 val:7,805 
freq:6718,359 val:1,131 
freq:6890,625 val:9,042 


	Frame 2191:
Maxvol: 17353	Time: 109,503
freq:0,000 val:100,000 
freq:172,266 val:89,508 
freq:344,531 val:48,906 
freq:516,797 val:33,355 
freq:689,062 val:12,772 
freq:861,328 val:3,312 
freq:1033,594 val:14,367 
freq:1205,859 val:5,495 
freq:1378,125 val:0,161 
freq:1550,391 val:2,981 
freq:1722,656 val:2,747 
freq:1894,922 val:0,791 
freq:2067,188 val:0,162 
freq:2239,453 val:0,527 
freq:2411,719 val:0,746 
freq:2583,984 val:5,602 
freq:2756,250 val:5,397 
freq:2928,516 val:5,733 
freq:3100,781 val:14,232 
freq:3273,047 val:8,456 
freq:3445,312 val:3,273 
freq:3617,578 val:9,775 
freq:3789,844 val:13,461 
freq:3962,109 val:6,912 
freq:4134,375 val:0,673 
freq:4306,641 val:1,663 
freq:4478,906 val:3,188 
freq:4651,172 val:6,988 
freq:4823,438 val:7,123 
freq:4995,703 val:4,149 
freq:5167,969 val:1,065 
freq:5340,234 val:1,319 
freq:5512,500 val:0,291 
freq:5684,766 val:4,132 
freq:5857,031 val:9,123 
freq:6029,297 val:6,833 
freq:6201,562 val:0,069 
freq:6373,828 val:4,595 
freq:6546,094 val:0,778 
freq:6718,359 val:1,482 
freq:6890,625 val:3,022 


	Frame 2192:
Maxvol: 12274	Time: 109,553
freq:0,000 val:100,000 
freq:172,266 val:50,574 
freq:344,531 val:0,577 
freq:516,797 val:21,664 
freq:689,062 val:34,006 
freq:861,328 val:38,466 
freq:1033,594 val:38,251 
freq:1205,859 val:12,567 
freq:1378,125 val:12,685 
freq:1550,391 val:51,135 
freq:1722,656 val:28,419 
freq:1894,922 val:4,719 
freq:2067,188 val:6,319 
freq:2239,453 val:13,672 
freq:2411,719 val:16,338 
freq:2583,984 val:19,452 
freq:2756,250 val:10,061 
freq:2928,516 val:3,581 
freq:3100,781 val:6,588 
freq:3273,047 val:10,502 
freq:3445,312 val:0,955 
freq:3617,578 val:17,008 
freq:3789,844 val:6,356 
freq:3962,109 val:10,495 
freq:4134,375 val:1,480 
freq:4306,641 val:8,334 
freq:4478,906 val:1,372 
freq:4651,172 val:3,522 
freq:4823,438 val:2,518 
freq:4995,703 val:2,562 
freq:5167,969 val:7,698 
freq:5340,234 val:8,905 
freq:5512,500 val:6,610 
freq:5684,766 val:10,019 
freq:5857,031 val:9,561 
freq:6029,297 val:11,605 
freq:6201,562 val:17,343 
freq:6373,828 val:11,163 
freq:6546,094 val:5,884 
freq:6718,359 val:2,329 
freq:6890,625 val:14,293 


	Frame 2193:
Maxvol: 22483	Time: 109,603
freq:0,000 val:100,000 
freq:172,266 val:58,670 
freq:344,531 val:0,655 
freq:516,797 val:7,391 
freq:689,062 val:9,597 
freq:861,328 val:14,006 
freq:1033,594 val:8,507 
freq:1205,859 val:7,893 
freq:1378,125 val:5,445 
freq:1550,391 val:9,877 
freq:1722,656 val:6,825 
freq:1894,922 val:14,563 
freq:2067,188 val:15,280 
freq:2239,453 val:2,053 
freq:2411,719 val:1,085 
freq:2583,984 val:4,602 
freq:2756,250 val:7,366 
freq:2928,516 val:26,968 
freq:3100,781 val:3,750 
freq:3273,047 val:29,409 
freq:3445,312 val:19,109 
freq:3617,578 val:9,947 
freq:3789,844 val:20,438 
freq:3962,109 val:22,929 
freq:4134,375 val:14,584 
freq:4306,641 val:7,111 
freq:4478,906 val:8,653 
freq:4651,172 val:4,744 
freq:4823,438 val:10,576 
freq:4995,703 val:1,987 
freq:5167,969 val:12,438 
freq:5340,234 val:4,976 
freq:5512,500 val:6,913 
freq:5684,766 val:26,263 
freq:5857,031 val:17,743 
freq:6029,297 val:18,975 
freq:6201,562 val:24,170 
freq:6373,828 val:8,358 
freq:6546,094 val:0,193 
freq:6718,359 val:8,837 
freq:6890,625 val:8,235 


	Frame 2194:
Maxvol: 21482	Time: 109,653
freq:0,000 val:59,945 
freq:172,266 val:28,626 
freq:344,531 val:81,524 
freq:516,797 val:100,000 
freq:689,062 val:49,821 
freq:861,328 val:1,135 
freq:1033,594 val:21,060 
freq:1205,859 val:50,283 
freq:1378,125 val:23,900 
freq:1550,391 val:5,443 
freq:1722,656 val:7,366 
freq:1894,922 val:0,041 
freq:2067,188 val:3,270 
freq:2239,453 val:1,558 
freq:2411,719 val:6,426 
freq:2583,984 val:10,518 
freq:2756,250 val:9,607 
freq:2928,516 val:2,222 
freq:3100,781 val:3,326 
freq:3273,047 val:7,548 
freq:3445,312 val:21,181 
freq:3617,578 val:3,489 
freq:3789,844 val:8,957 
freq:3962,109 val:6,083 
freq:4134,375 val:39,543 
freq:4306,641 val:49,957 
freq:4478,906 val:24,348 
freq:4651,172 val:34,768 
freq:4823,438 val:12,341 
freq:4995,703 val:22,380 
freq:5167,969 val:0,884 
freq:5340,234 val:21,930 
freq:5512,500 val:1,269 
freq:5684,766 val:0,963 
freq:5857,031 val:6,577 
freq:6029,297 val:10,423 
freq:6201,562 val:14,341 
freq:6373,828 val:21,351 
freq:6546,094 val:4,954 
freq:6718,359 val:26,018 
freq:6890,625 val:21,916 


	Frame 2195:
Maxvol: 22931	Time: 109,703
freq:0,000 val:100,000 
freq:172,266 val:55,787 
freq:344,531 val:16,772 
freq:516,797 val:19,884 
freq:689,062 val:24,549 
freq:861,328 val:17,502 
freq:1033,594 val:8,855 
freq:1205,859 val:3,641 
freq:1378,125 val:3,121 
freq:1550,391 val:6,244 
freq:1722,656 val:2,912 
freq:1894,922 val:4,974 
freq:2067,188 val:6,442 
freq:2239,453 val:4,418 
freq:2411,719 val:6,600 
freq:2583,984 val:5,902 
freq:2756,250 val:0,607 
freq:2928,516 val:2,301 
freq:3100,781 val:2,315 
freq:3273,047 val:6,181 
freq:3445,312 val:5,273 
freq:3617,578 val:2,639 
freq:3789,844 val:1,504 
freq:3962,109 val:4,796 
freq:4134,375 val:9,007 
freq:4306,641 val:7,525 
freq:4478,906 val:4,228 
freq:4651,172 val:3,489 
freq:4823,438 val:5,557 
freq:4995,703 val:0,007 
freq:5167,969 val:4,075 
freq:5340,234 val:0,020 
freq:5512,500 val:0,696 
freq:5684,766 val:2,704 
freq:5857,031 val:2,108 
freq:6029,297 val:2,801 
freq:6201,562 val:5,726 
freq:6373,828 val:0,655 
freq:6546,094 val:3,863 
freq:6718,359 val:5,205 
freq:6890,625 val:6,056 


	Frame 2196:
Maxvol: 10442	Time: 109,753
freq:0,000 val:63,107 
freq:172,266 val:11,972 
freq:344,531 val:49,524 
freq:516,797 val:33,473 
freq:689,062 val:8,818 
freq:861,328 val:48,232 
freq:1033,594 val:9,088 
freq:1205,859 val:36,259 
freq:1378,125 val:45,280 
freq:1550,391 val:29,040 
freq:1722,656 val:34,004 
freq:1894,922 val:52,296 
freq:2067,188 val:100,000 
freq:2239,453 val:53,548 
freq:2411,719 val:3,104 
freq:2583,984 val:0,678 
freq:2756,250 val:10,192 
freq:2928,516 val:19,144 
freq:3100,781 val:18,799 
freq:3273,047 val:33,032 
freq:3445,312 val:13,211 
freq:3617,578 val:14,135 
freq:3789,844 val:9,682 
freq:3962,109 val:12,988 
freq:4134,375 val:11,966 
freq:4306,641 val:5,554 
freq:4478,906 val:16,992 
freq:4651,172 val:13,743 
freq:4823,438 val:5,403 
freq:4995,703 val:17,107 
freq:5167,969 val:9,144 
freq:5340,234 val:11,732 
freq:5512,500 val:35,921 
freq:5684,766 val:37,549 
freq:5857,031 val:17,604 
freq:6029,297 val:2,858 
freq:6201,562 val:19,103 
freq:6373,828 val:41,036 
freq:6546,094 val:32,553 
freq:6718,359 val:28,158 
freq:6890,625 val:3,490 


	Frame 2197:
Maxvol: 8345	Time: 109,803
freq:0,000 val:100,000 
freq:172,266 val:55,727 
freq:344,531 val:23,174 
freq:516,797 val:34,653 
freq:689,062 val:13,669 
freq:861,328 val:0,014 
freq:1033,594 val:5,641 
freq:1205,859 val:5,086 
freq:1378,125 val:15,164 
freq:1550,391 val:2,330 
freq:1722,656 val:14,996 
freq:1894,922 val:12,947 
freq:2067,188 val:9,567 
freq:2239,453 val:5,191 
freq:2411,719 val:0,257 
freq:2583,984 val:5,031 
freq:2756,250 val:10,569 
freq:2928,516 val:8,121 
freq:3100,781 val:9,730 
freq:3273,047 val:2,737 
freq:3445,312 val:5,941 
freq:3617,578 val:6,263 
freq:3789,844 val:0,264 
freq:3962,109 val:4,325 
freq:4134,375 val:5,512 
freq:4306,641 val:4,298 
freq:4478,906 val:6,152 
freq:4651,172 val:0,887 
freq:4823,438 val:7,230 
freq:4995,703 val:7,151 
freq:5167,969 val:0,427 
freq:5340,234 val:2,544 
freq:5512,500 val:0,769 
freq:5684,766 val:9,544 
freq:5857,031 val:4,833 
freq:6029,297 val:2,573 
freq:6201,562 val:1,711 
freq:6373,828 val:0,124 
freq:6546,094 val:2,886 
freq:6718,359 val:2,362 
freq:6890,625 val:2,291 


	Frame 2198:
Maxvol: 12105	Time: 109,853
freq:0,000 val:100,000 
freq:172,266 val:77,471 
freq:344,531 val:97,068 
freq:516,797 val:62,840 
freq:689,062 val:0,469 
freq:861,328 val:28,879 
freq:1033,594 val:18,791 
freq:1205,859 val:6,147 
freq:1378,125 val:11,277 
freq:1550,391 val:11,956 
freq:1722,656 val:12,724 
freq:1894,922 val:11,675 
freq:2067,188 val:7,945 
freq:2239,453 val:0,052 
freq:2411,719 val:8,712 
freq:2583,984 val:14,193 
freq:2756,250 val:25,238 
freq:2928,516 val:41,030 
freq:3100,781 val:39,592 
freq:3273,047 val:9,754 
freq:3445,312 val:5,273 
freq:3617,578 val:10,044 
freq:3789,844 val:12,998 
freq:3962,109 val:17,835 
freq:4134,375 val:2,843 
freq:4306,641 val:1,793 
freq:4478,906 val:9,770 
freq:4651,172 val:3,057 
freq:4823,438 val:1,219 
freq:4995,703 val:3,389 
freq:5167,969 val:4,829 
freq:5340,234 val:8,474 
freq:5512,500 val:5,520 
freq:5684,766 val:4,829 
freq:5857,031 val:11,975 
freq:6029,297 val:11,049 
freq:6201,562 val:1,034 
freq:6373,828 val:2,814 
freq:6546,094 val:2,046 
freq:6718,359 val:6,272 
freq:6890,625 val:7,669 


	Frame 2199:
Maxvol: 26472	Time: 109,903
freq:0,000 val:72,375 
freq:172,266 val:100,000 
freq:344,531 val:62,757 
freq:516,797 val:7,966 
freq:689,062 val:17,670 
freq:861,328 val:10,594 
freq:1033,594 val:7,586 
freq:1205,859 val:15,382 
freq:1378,125 val:3,474 
freq:1550,391 val:8,602 
freq:1722,656 val:9,609 
freq:1894,922 val:0,942 
freq:2067,188 val:2,323 
freq:2239,453 val:3,818 
freq:2411,719 val:6,629 
freq:2583,984 val:6,463 
freq:2756,250 val:0,793 
freq:2928,516 val:4,225 
freq:3100,781 val:5,487 
freq:3273,047 val:15,715 
freq:3445,312 val:14,131 
freq:3617,578 val:1,077 
freq:3789,844 val:8,159 
freq:3962,109 val:16,255 
freq:4134,375 val:15,437 
freq:4306,641 val:8,521 
freq:4478,906 val:8,002 
freq:4651,172 val:3,014 
freq:4823,438 val:20,218 
freq:4995,703 val:11,207 
freq:5167,969 val:2,814 
freq:5340,234 val:5,030 
freq:5512,500 val:15,582 
freq:5684,766 val:27,984 
freq:5857,031 val:14,894 
freq:6029,297 val:13,243 
freq:6201,562 val:9,449 
freq:6373,828 val:9,068 
freq:6546,094 val:11,963 
freq:6718,359 val:4,241 
freq:6890,625 val:16,556 


	Frame 2200:
Maxvol: 15236	Time: 109,953
freq:0,000 val:17,447 
freq:172,266 val:97,405 
freq:344,531 val:100,000 
freq:516,797 val:51,004 
freq:689,062 val:32,221 
freq:861,328 val:18,082 
freq:1033,594 val:15,394 
freq:1205,859 val:17,638 
freq:1378,125 val:14,596 
freq:1550,391 val:2,987 
freq:1722,656 val:14,666 
freq:1894,922 val:27,034 
freq:2067,188 val:15,449 
freq:2239,453 val:8,576 
freq:2411,719 val:24,750 
freq:2583,984 val:23,504 
freq:2756,250 val:23,595 
freq:2928,516 val:31,995 
freq:3100,781 val:5,259 
freq:3273,047 val:0,920 
freq:3445,312 val:2,626 
freq:3617,578 val:21,465 
freq:3789,844 val:2,775 
freq:3962,109 val:10,728 
freq:4134,375 val:44,772 
freq:4306,641 val:27,444 
freq:4478,906 val:1,200 
freq:4651,172 val:8,234 
freq:4823,438 val:7,940 
freq:4995,703 val:0,843 
freq:5167,969 val:4,454 
freq:5340,234 val:10,171 
freq:5512,500 val:30,298 
freq:5684,766 val:22,231 
freq:5857,031 val:20,788 
freq:6029,297 val:16,787 
freq:6201,562 val:21,429 
freq:6373,828 val:12,353 
freq:6546,094 val:10,307 
freq:6718,359 val:28,206 
freq:6890,625 val:18,640 


	Frame 2201:
Maxvol: 18079	Time: 110,003
freq:0,000 val:52,512 
freq:172,266 val:80,224 
freq:344,531 val:100,000 
freq:516,797 val:0,407 
freq:689,062 val:8,926 
freq:861,328 val:2,829 
freq:1033,594 val:10,526 
freq:1205,859 val:7,072 
freq:1378,125 val:7,990 
freq:1550,391 val:24,428 
freq:1722,656 val:40,496 
freq:1894,922 val:36,951 
freq:2067,188 val:12,361 
freq:2239,453 val:48,041 
freq:2411,719 val:56,395 
freq:2583,984 val:26,943 
freq:2756,250 val:2,481 
freq:2928,516 val:19,489 
freq:3100,781 val:28,753 
freq:3273,047 val:14,018 
freq:3445,312 val:6,579 
freq:3617,578 val:22,727 
freq:3789,844 val:26,115 
freq:3962,109 val:8,206 
freq:4134,375 val:21,143 
freq:4306,641 val:49,621 
freq:4478,906 val:52,412 
freq:4651,172 val:38,034 
freq:4823,438 val:33,804 
freq:4995,703 val:36,396 
freq:5167,969 val:25,632 
freq:5340,234 val:38,212 
freq:5512,500 val:46,017 
freq:5684,766 val:44,150 
freq:5857,031 val:20,329 
freq:6029,297 val:26,824 
freq:6201,562 val:4,463 
freq:6373,828 val:8,420 
freq:6546,094 val:1,090 
freq:6718,359 val:11,688 
freq:6890,625 val:41,334 


	Frame 2202:
Maxvol: 13522	Time: 110,053
freq:0,000 val:22,902 
freq:172,266 val:58,186 
freq:344,531 val:71,899 
freq:516,797 val:38,298 
freq:689,062 val:16,564 
freq:861,328 val:0,906 
freq:1033,594 val:38,004 
freq:1205,859 val:8,460 
freq:1378,125 val:6,715 
freq:1550,391 val:50,779 
freq:1722,656 val:9,589 
freq:1894,922 val:59,756 
freq:2067,188 val:100,000 
freq:2239,453 val:78,506 
freq:2411,719 val:14,902 
freq:2583,984 val:3,833 
freq:2756,250 val:19,098 
freq:2928,516 val:35,279 
freq:3100,781 val:13,570 
freq:3273,047 val:65,412 
freq:3445,312 val:0,804 
freq:3617,578 val:77,663 
